SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-7-2025,Townhouse,69 Willard St #69,Ayer,MA,01432,270000,2,1,Ayer,812,,1945,,333,175,Sold,,,https://www.redfin.com/MA/Ayer/69-Willard-St-01432/unit-69/home/198371937,MLS PIN,73437838,N,Y,42.5484886,-71.5674507
PAST SALE,May-15-2025,Townhouse,18 Westford Rd #36,Ayer,MA,01432,310000,2,1.5,Ayer,1050,,1976,,295,193,Sold,,,https://www.redfin.com/MA/Ayer/18-Westford-Rd-01432/unit-36/home/11369743,MLS PIN,73342048,N,Y,42.5620146,-71.5397858
PAST SALE,February-27-2025,Single Family Residential,32 Lakeside Dr,Groton,MA,01450,715000,3,2,Groton,2481,63162,1978,,288,,Sold,,,https://www.redfin.com/MA/Groton/32-Lakeside-Dr-01450/home/8526975,MLS PIN,73328681,N,Y,42.5877549,-71.53205
PAST SALE,December-22-2025,Single Family Residential,172 Shelters Rd,Groton,MA,01450,450000,1,1,Groton,1006,224184,1940,,447,,Sold,,,https://www.redfin.com/MA/Groton/172-Shelters-Rd-01450/home/8530642,MLS PIN,73460312,N,Y,42.5870244,-71.5247995
PAST SALE,December-12-2025,Single Family Residential,82 Martins Pond Rd,Groton,MA,01450,465000,2,1,Groton,776,9147,1955,,599,,Sold,,,https://www.redfin.com/MA/Groton/82-Martins-Pond-Rd-01450/home/11602186,MLS PIN,73452690,N,Y,42.61815,-71.5653971
PAST SALE,November-18-2025,Single Family Residential,44 E Bare Hill Rd,Harvard,MA,01451,575000,2,2,Harvard,1213,10890,1985,,474,,Sold,,,https://www.redfin.com/MA/Harvard/44-E-Bare-Hill-Rd-01451/home/14814836,MLS PIN,73435006,N,Y,42.477159,-71.5804857
PAST SALE,,Condo/Co-op,4 Chamomile Ln #45,Littleton,MA,01460,885000,3,2.5,,2092,,2016,,423,,,,,https://www.redfin.com/MA/Littleton/4-Chamomile-Ln-01460/unit-45/home/67979100,,,N,Y,42.5262004,-71.4332991
PAST SALE,August-15-2025,Single Family Residential,48 Hartwell Ave,Littleton,MA,01460,1541245,4,5,Littleton,4614,43124,2025,,334,,Sold,,,https://www.redfin.com/MA/Littleton/48-Hartwell-Ave-01460/home/189905839,MLS PIN,73322271,N,Y,42.544673,-71.4950784
PAST SALE,July-28-2025,Townhouse,53 Lancaster Rd #7,Clinton,MA,01510,425000,2,2.5,Clinton,1614,98881,2002,,263,360,Sold,,,https://www.redfin.com/MA/Clinton/53-Lancaster-Rd-01510/unit-7/home/16487409,MLS PIN,73397590,N,Y,42.42698,-71.658501
PAST SALE,May-23-2025,Single Family Residential,15 Juniper Brook Rd,Northborough,MA,01532,790000,3,2,Northborough,2063,20129,1970,,383,,Sold,,,https://www.redfin.com/MA/Northborough/15-Juniper-Brook-Rd-01532/home/16570969,MLS PIN,73350712,N,Y,42.3024185,-71.6255473
PAST SALE,March-5-2025,Condo/Co-op,11 Goodnow Cir #11,Northborough,MA,01532,470000,2,2,Northborough,1463,10019,1994,,321,175,Sold, ,,https://www.redfin.com/MA/Northborough/11-Goodnow-Cir-01532/unit-11/home/194608626,MLS PIN,73332512,N,Y,42.3320628,-71.6222873
PAST SALE,February-18-2026,Single Family Residential,71 Summer St,Northborough,MA,01532,675000,4,3,Northborough,2381,30928,1940,,283,,Sold,,,https://www.redfin.com/MA/Northborough/71-Summer-St-01532/home/16570806,MLS PIN,73454084,N,Y,42.3162262,-71.6406129
PAST SALE,December-12-2025,Single Family Residential,281 Whitney St,Northborough,MA,01532,705000,4,2,Northborough,2019,20913,1987,,349,,Sold,,,https://www.redfin.com/MA/Northborough/281-Whitney-St-01532/home/16568112,MLS PIN,73441843,N,Y,42.3393569,-71.642977
PAST SALE,August-27-2025,Townhouse,43 Lebeaux Dr #43,Shrewsbury,MA,01545,525000,2,2.5,Shrewsbury,1760,,1986,,298,540,Sold,,,https://www.redfin.com/MA/Shrewsbury/43-Lebeaux-Dr-01545/unit-43/home/77495184,MLS PIN,73404442,N,Y,42.2815247,-71.6809969
PAST SALE,June-20-2025,Single Family Residential,23 Warren St,Upton,MA,01568,690000,3,2,Upton,1924,15202,1987,,359,,Sold,,,https://www.redfin.com/MA/Upton/23-Warren-St-01568/home/16621939,MLS PIN,73356913,N,Y,42.1752322,-71.6078618
PAST SALE,May-29-2025,Single Family Residential,68 Glenview St,Upton,MA,01568,1165000,4,2.5,Upton,4875,88427,2003,,239,,Sold,,,https://www.redfin.com/MA/Upton/68-Glenview-St-01568/home/16620969,MLS PIN,73341961,N,Y,42.1636868,-71.5773562
PAST SALE,October-31-2025,Condo/Co-op,153 Milk St #30,Westborough,MA,01581,335000,2,1,Westborough,1098,,1970,,305,483,Sold,,,https://www.redfin.com/MA/Westborough/153-Milk-St-01581/unit-30/home/16632302,MLS PIN,73435248,N,Y,42.2817141,-71.6281811
PAST SALE,December-15-2025,Townhouse,52 Treetop Park #52,Westborough,MA,01581,444444,2,2.5,Westborough,1284,,1984,,346,436,Sold,,,https://www.redfin.com/MA/Westborough/52-Treetop-Park-01581/unit-52/home/196273849,MLS PIN,73448438,N,Y,42.2798919,-71.6255631
PAST SALE,August-15-2025,Single Family Residential,225 Flanders Rd,Westborough,MA,01581,630000,3,1.5,Westborough,1798,26898,1980,,350,,Sold,,,https://www.redfin.com/MA/Westborough/225-Flanders-Rd-01581/home/16633047,MLS PIN,73396987,N,Y,42.2687301,-71.5501167
PAST SALE,June-10-2025,Single Family Residential,78 Summer St Ext #1,Westborough,MA,01581,810000,4,3,close to Westborough Center,2687,43560,2009,,301,,Sold,,,https://www.redfin.com/MA/Westborough/78-Summer-Street-Ext-01581/unit-1/home/195256875,MLS PIN,73354927,N,Y,42.2755746,-71.6192891
PAST SALE,October-27-2025,Condo/Co-op,2 Codman Way #404,Westborough,MA,01581,494475,1,1,Westborough,972,,2024,,509,377,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-404/home/195954338,MLS PIN,73382672,N,Y,42.3024877,-71.6089165
PAST SALE,January-8-2026,Condo/Co-op,2 Codman Way #409,Westborough,MA,01581,649999,2,2,Westborough,1375,,2025,,473,481,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-409/home/195250937,MLS PIN,73454620,N,Y,42.3024877,-71.6089165
PAST SALE,August-15-2025,Single Family Residential,225 Flanders Rd,Westborough,MA,01581,630000,3,1.5,Westborough,1798,26898,1980,,350,,Sold,,,https://www.redfin.com/MA/Westborough/225-Flanders-Rd-01581/home/16633047,MLS PIN,73396987,N,Y,42.2687301,-71.5501167
PAST SALE,January-8-2026,Condo/Co-op,2 Codman Way #409,Westborough,MA,01581,649999,2,2,Westborough,1375,,2025,,473,481,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-409/home/195250937,MLS PIN,73454620,N,Y,42.3024877,-71.6089165
PAST SALE,March-31-2025,Condo/Co-op,1 Codman Way #410,Westborough,MA,01581,594999,2,2,Westborough,1375,,2024,,433,432,Sold,,,https://www.redfin.com/MA/Westborough/1-Codman-Way-01581/unit-410/home/192992801,MLS PIN,73340300,N,Y,42.3027686,-71.6079507
PAST SALE,October-27-2025,Condo/Co-op,2 Codman Way #404,Westborough,MA,01581,494475,1,1,Westborough,972,,2024,,509,377,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-404/home/195954338,MLS PIN,73382672,N,Y,42.3024877,-71.6089165
PAST SALE,November-17-2025,Condo/Co-op,2 Codman Way #208,Westborough,MA,01581,493420,1,1,Westborough,1058,,2024,,466,399,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-208/home/195646772,MLS PIN,73371768,N,Y,42.3024877,-71.6089165
PAST SALE,October-28-2025,Condo/Co-op,2 Codman Way #412,Westborough,MA,01581,814276,2,2,Westborough,1512,,2024,,539,541,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-412/home/195481442,MLS PIN,73362646,N,Y,42.3024877,-71.6089165
PAST SALE,November-18-2025,Condo/Co-op,2 Codman Way #209,Westborough,MA,01581,517825,1,1,Westborough,1030,,2025,,503,395,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-209/home/196477556,MLS PIN,73406114,N,Y,42.3024877,-71.6089165
PAST SALE,November-19-2025,Condo/Co-op,2 Codman Way #210,Westborough,MA,01581,500000,1,1,Westborough,1058,,2024,,473,399,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-210/home/195251394,MLS PIN,73402630,N,Y,42.3024877,-71.6089165
PAST SALE,December-8-2025,Condo/Co-op,2 Codman Way #203,Westborough,MA,01581,434999,1,1,Westborough,972,,2025,,448,377,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-203/home/196333179,MLS PIN,73402651,N,Y,42.3024877,-71.6089165
PAST SALE,November-21-2025,Condo/Co-op,2 Codman Way #403,Westborough,MA,01581,467995,1,1,Westborough,972,,2025,,481,377,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-403/home/196338020,MLS PIN,73444627,N,Y,42.3024877,-71.6089165
PAST SALE,December-19-2025,Condo/Co-op,2 Codman Way #410,Westborough,MA,01581,688999,2,2,Westborough,1375,,2025,,501,481,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-410/home/198802328,MLS PIN,73448186,N,Y,42.3024877,-71.6089165
PAST SALE,November-5-2025,Condo/Co-op,2 Codman Way #307,Westborough,MA,01581,697473,2,2,Westborough,1512,,2025,,461,541,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-307/home/195251006,MLS PIN,73371722,N,Y,42.3024877,-71.6089165
PAST SALE,November-13-2025,Condo/Co-op,2 Codman Way #206,Westborough,MA,01581,665440,2,2,Westborough,1496,,2024,,445,531,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-206/home/195646639,MLS PIN,73371750,N,Y,42.3024877,-71.6089165
PAST SALE,October-29-2025,Condo/Co-op,2 Codman Way #405,Westborough,MA,01581,599999,2,2,Westborough,1166,,2025,,515,446,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-405/home/196192773,MLS PIN,73397014,N,Y,42.3024877,-71.6089165
PAST SALE,December-12-2025,Condo/Co-op,2 Codman Way #111,Westborough,MA,01581,472000,1,1,Westborough,1030,,2025,,458,374,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-111/home/195331487,MLS PIN,73414431,N,Y,42.3024877,-71.6089165
PAST SALE,November-10-2025,Condo/Co-op,2 Codman Way #312,Westborough,MA,01581,737630,2,2,Westborough,1512,,2025,,488,541,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-312/home/196477431,MLS PIN,73406103,N,Y,42.3024877,-71.6089165
PAST SALE,November-20-2025,Condo/Co-op,2 Codman Way #211,Westborough,MA,01581,491200,1,1,Westborough,1030,,2024,,477,395,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-211/home/195646753,MLS PIN,73371762,N,Y,42.3024877,-71.6089165
PAST SALE,November-3-2025,Condo/Co-op,2 Codman Way #309,Westborough,MA,01581,618985,2,2,Westborough,1375,,2025,,450,474,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-309/home/195492023,MLS PIN,73383941,N,Y,42.3024877,-71.6089165
PAST SALE,September-29-2025,Single Family Residential,46 Flanders Rd,Westborough,MA,01581,600000,3,2,Westborough,1284,22281,1920,,467,,Sold,,,https://www.redfin.com/MA/Westborough/46-Flanders-Rd-01581/home/16632091,MLS PIN,73420067,N,Y,42.2783061,-71.5910099
PAST SALE,November-12-2025,Condo/Co-op,2 Codman Way #303,Westborough,MA,01581,438999,1,1,Westborough,972,,2025,,452,356,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-303/home/196558791,MLS PIN,73408532,N,Y,42.3024877,-71.6089165
PAST SALE,December-10-2025,Condo/Co-op,2 Codman Way #110,Westborough,MA,01581,485390,1,1,Westborough,1058,,2025,,459,399,Sold,,,https://www.redfin.com/MA/Westborough/2-Codman-Way-01581/unit-110/home/195972184,MLS PIN,73383946,N,Y,42.3024877,-71.6089165
PAST SALE,May-30-2025,Single Family Residential,85 Cottage St,Framingham,MA,01701,1200000,4,2.5,Framingham,3446,10019,2017,,348,,Sold,,,https://www.redfin.com/MA/Framingham/85-Cottage-St-01701/home/144808247,MLS PIN,73363110,N,Y,42.326285,-71.3941172
PAST SALE,June-30-2025,Single Family Residential,2 Claudette Cir,Framingham,MA,01701,1111000,4,2.5,Framingham,3574,49920,1986,,311,,Sold,,,https://www.redfin.com/MA/Framingham/2-Claudette-Cir-01701/home/11642608,MLS PIN,73362752,N,Y,42.3231089,-71.4481632
PAST SALE,April-3-2025,Single Family Residential,12 Salvi Dr,Framingham,MA,01701,945000,4,2.5,Framingham,3355,8059,1970,,282,,Sold,,,https://www.redfin.com/MA/Framingham/12-Salvi-Dr-01701/home/53764414,MLS PIN,73334961,N,Y,42.3220951,-71.4162545
PAST SALE,August-26-2025,Single Family Residential,31 Livoli Rd,Framingham,MA,01701,710000,4,1.5,Framingham,1612,20038,1961,,440,,Sold,,,https://www.redfin.com/MA/Framingham/31-Livoli-Rd-01701/home/11630446,MLS PIN,73371681,N,Y,42.3273924,-71.4419298
PAST SALE,April-25-2025,Single Family Residential,117 Nobscot Dr,Framingham,MA,01701,1545000,4,3.5,Brimstone Estates,3700,28924,2017,,418,167,Sold,,,https://www.redfin.com/MA/Framingham/117-Nobscot-Dr-01701/home/67988708,MLS PIN,73348552,N,Y,42.3462188,-71.4568837
PAST SALE,January-30-2026,Single Family Residential,13 Edith Rd,Framingham,MA,01701,680000,3,2,Pinefield in North Framingham,1715,20038,1958,,397,,Sold,,,https://www.redfin.com/MA/Framingham/13-Edith-Rd-01701/home/11625187,MLS PIN,73461184,N,Y,42.3310398,-71.4093681
PAST SALE,August-8-2025,Single Family Residential,199 Brook St,Framingham,MA,01701,750000,3,3,Framingham,2401,20038,1960,,312,,Sold,,,https://www.redfin.com/MA/Framingham/199-Brook-St-01701/home/11633320,MLS PIN,73386212,N,Y,42.3219871,-71.4204953
PAST SALE,December-8-2025,Single Family Residential,17 Lilian Rd,Framingham,MA,01701,695000,3,2.5,Framingham,1984,11761,1955,,350,,Sold,,,https://www.redfin.com/MA/Framingham/17-Lilian-Rd-01701/home/11626786,MLS PIN,73405502,N,Y,42.3051884,-71.4273414
PAST SALE,February-20-2026,Single Family Residential,337 Edgell Rd,Framingham,MA,01701,710000,4,2,Nobscot south,2194,13939,1936,,324,,Sold,,,https://www.redfin.com/MA/Framingham/337-Edgell-Rd-01701/home/11614643,MLS PIN,73461734,N,Y,42.3103752,-71.4374108
PAST SALE,January-22-2026,Single Family Residential,14 Francine Rd,Framingham,MA,01701,780000,5,3.5,Framingham,2520,24394,1958,,310,,Sold,,,https://www.redfin.com/MA/Framingham/14-Francine-Rd-01701/home/11625167,MLS PIN,73438556,N,Y,42.3307126,-71.411524
PAST SALE,January-21-2026,Single Family Residential,78 Apple D Or Rd,Framingham,MA,01701,620000,4,2,Framingham,2482,24829,1965,,250,,Sold,,,https://www.redfin.com/MA/Framingham/78-Apple-D-Or-Rd-01701/home/11635760,MLS PIN,73426008,N,Y,42.334557,-71.432422
PAST SALE,January-5-2026,Single Family Residential,33 Highgate Rd,Framingham,MA,01701,840000,4,2.5,Framingham,2776,17424,2007,,303,,Sold,,,https://www.redfin.com/MA/Framingham/33-Highgate-Rd-01701/home/11610817,MLS PIN,73412032,N,Y,42.3096877,-71.4171113
PAST SALE,June-17-2025,Townhouse,119 Oxbow Rd #119,Framingham,MA,01701,950000,3,2.5,Framingham,2564,,2016,,371,715,Sold,,,https://www.redfin.com/MA/Framingham/119-Oxbow-Rd-01701/unit-119/home/175620490,MLS PIN,73366012,N,Y,42.3305769,-71.3935009
PAST SALE,,Condo/Co-op,54 Oxbow Rd,Framingham,MA,01701,808000,2,2.5,,1848,,2017,,437,,,,,https://www.redfin.com/MA/Framingham/54-Oxbow-Rd-01701/home/144458077,,,N,Y,42.3294599,-71.3953783
PAST SALE,,Condo/Co-op,21 Water St #21,Framingham,MA,01701,650000,4,3.5,,2244,,2013,,290,,,,,https://www.redfin.com/MA/Framingham/21-Water-St-01701/unit-21/home/81829094,,,N,Y,42.3256886,-71.4012107
PAST SALE,May-30-2025,Single Family Residential,85 Cottage St,Framingham,MA,01701,1200000,4,2.5,Framingham,3446,10019,2017,,348,,Sold,,,https://www.redfin.com/MA/Framingham/85-Cottage-St-01701/home/144808247,MLS PIN,73363110,N,Y,42.326285,-71.3941172
PAST SALE,June-30-2025,Single Family Residential,2 Claudette Cir,Framingham,MA,01701,1111000,4,2.5,Framingham,3574,49920,1986,,311,,Sold,,,https://www.redfin.com/MA/Framingham/2-Claudette-Cir-01701/home/11642608,MLS PIN,73362752,N,Y,42.3231089,-71.4481632
PAST SALE,April-3-2025,Single Family Residential,12 Salvi Dr,Framingham,MA,01701,945000,4,2.5,Framingham,3355,8059,1970,,282,,Sold,,,https://www.redfin.com/MA/Framingham/12-Salvi-Dr-01701/home/53764414,MLS PIN,73334961,N,Y,42.3220951,-71.4162545
PAST SALE,August-26-2025,Single Family Residential,31 Livoli Rd,Framingham,MA,01701,710000,4,1.5,Framingham,1612,20038,1961,,440,,Sold,,,https://www.redfin.com/MA/Framingham/31-Livoli-Rd-01701/home/11630446,MLS PIN,73371681,N,Y,42.3273924,-71.4419298
PAST SALE,January-30-2026,Single Family Residential,13 Edith Rd,Framingham,MA,01701,680000,3,2,Pinefield in North Framingham,1715,20038,1958,,397,,Sold,,,https://www.redfin.com/MA/Framingham/13-Edith-Rd-01701/home/11625187,MLS PIN,73461184,N,Y,42.3310398,-71.4093681
PAST SALE,August-8-2025,Single Family Residential,199 Brook St,Framingham,MA,01701,750000,3,3,Framingham,2401,20038,1960,,312,,Sold,,,https://www.redfin.com/MA/Framingham/199-Brook-St-01701/home/11633320,MLS PIN,73386212,N,Y,42.3219871,-71.4204953
PAST SALE,December-8-2025,Single Family Residential,17 Lilian Rd,Framingham,MA,01701,695000,3,2.5,Framingham,1984,11761,1955,,350,,Sold,,,https://www.redfin.com/MA/Framingham/17-Lilian-Rd-01701/home/11626786,MLS PIN,73405502,N,Y,42.3051884,-71.4273414
PAST SALE,February-20-2026,Single Family Residential,337 Edgell Rd,Framingham,MA,01701,710000,4,2,Nobscot south,2194,13939,1936,,324,,Sold,,,https://www.redfin.com/MA/Framingham/337-Edgell-Rd-01701/home/11614643,MLS PIN,73461734,N,Y,42.3103752,-71.4374108
PAST SALE,January-22-2026,Single Family Residential,14 Francine Rd,Framingham,MA,01701,780000,5,3.5,Framingham,2520,24394,1958,,310,,Sold,,,https://www.redfin.com/MA/Framingham/14-Francine-Rd-01701/home/11625167,MLS PIN,73438556,N,Y,42.3307126,-71.411524
PAST SALE,January-21-2026,Single Family Residential,78 Apple D Or Rd,Framingham,MA,01701,620000,4,2,Framingham,2482,24829,1965,,250,,Sold,,,https://www.redfin.com/MA/Framingham/78-Apple-D-Or-Rd-01701/home/11635760,MLS PIN,73426008,N,Y,42.334557,-71.432422
PAST SALE,January-5-2026,Single Family Residential,33 Highgate Rd,Framingham,MA,01701,840000,4,2.5,Framingham,2776,17424,2007,,303,,Sold,,,https://www.redfin.com/MA/Framingham/33-Highgate-Rd-01701/home/11610817,MLS PIN,73412032,N,Y,42.3096877,-71.4171113
PAST SALE,June-17-2025,Townhouse,119 Oxbow Rd #119,Framingham,MA,01701,950000,3,2.5,Framingham,2564,,2016,,371,715,Sold,,,https://www.redfin.com/MA/Framingham/119-Oxbow-Rd-01701/unit-119/home/175620490,MLS PIN,73366012,N,Y,42.3305769,-71.3935009
PAST SALE,,Condo/Co-op,54 Oxbow Rd,Framingham,MA,01701,808000,2,2.5,,1848,,2017,,437,,,,,https://www.redfin.com/MA/Framingham/54-Oxbow-Rd-01701/home/144458077,,,N,Y,42.3294599,-71.3953783
PAST SALE,,Condo/Co-op,21 Water St #21,Framingham,MA,01701,650000,4,3.5,,2244,,2013,,290,,,,,https://www.redfin.com/MA/Framingham/21-Water-St-01701/unit-21/home/81829094,,,N,Y,42.3256886,-71.4012107
PAST SALE,August-18-2025,Single Family Residential,20 Hardy St,Framingham,MA,01701,600000,3,1.5,Saxonville,1744,15682,1957,,344,,Sold,,,https://www.redfin.com/MA/Framingham/20-Hardy-St-01701/home/11609406,MLS PIN,73402695,N,Y,42.3100392,-71.4016521
PAST SALE,May-6-2025,Single Family Residential,10 Corrine Dr,Framingham,MA,01701,593000,4,2,Framingham,1887,26789,1959,,314,,Sold,,,https://www.redfin.com/MA/Framingham/10-Corrine-Dr-01701/home/11619855,MLS PIN,73354431,N,Y,42.3336647,-71.4212709
PAST SALE,May-8-2025,Single Family Residential,10 Woodmere Rd,Framingham,MA,01701,830000,3,2.5,Framingham,1527,20386,1960,,544,,Sold,,,https://www.redfin.com/MA/Framingham/10-Woodmere-Rd-01701/home/11630795,MLS PIN,73351226,N,Y,42.309394,-71.4605118
PAST SALE,December-29-2025,Single Family Residential,36 Ruthellen Rd,Framingham,MA,01701,700000,3,1.5,Nobscot,1452,20038,1960,,482,,Sold,,,https://www.redfin.com/MA/Framingham/36-Ruthellen-Rd-01701/home/11627677,MLS PIN,73447594,N,Y,42.3186286,-71.4407666
PAST SALE,,Condo/Co-op,9 Weld St #6,Framingham,MA,01702,160000,1,1.5,,663,,1968,,241,,,,,https://www.redfin.com/MA/Framingham/9-Weld-St-01702/unit-6/home/11643925,,,N,Y,42.2677159,-71.4017148
PAST SALE,June-24-2025,Single Family Residential,9 Thayer St,Framingham,MA,01702,610000,2,1,Framingham,981,7318,1907,,622,,Sold,,,https://www.redfin.com/MA/Framingham/9-Thayer-St-01702/home/11600062,MLS PIN,73349801,N,Y,42.2667544,-71.4189667
PAST SALE,October-31-2025,Multi-Family (2-4 Unit),96 Arlington St,Framingham,MA,01702,900000,5,3,Framingham,2509,9583,1867,,359,,Sold,,,https://www.redfin.com/MA/Framingham/96-Arlington-St-01702/home/11593682,MLS PIN,73438507,N,Y,42.2727471,-71.4164423
PAST SALE,September-17-2025,Condo/Co-op,137 Winthrop St Unit 3B,Framingham,MA,01702,166000,1,1,Framingham,330,,1970,,503,150,Sold,,,https://www.redfin.com/MA/Framingham/137-Winthrop-St-01702/unit-3B/home/11643335,MLS PIN,73419523,N,Y,42.269452,-71.4258953
PAST SALE,September-25-2025,Single Family Residential,19 Guild Rd,Framingham,MA,01702,630000,3,2,Framingham,1267,10019,1932,,497,,Sold,,,https://www.redfin.com/MA/Framingham/19-Guild-Rd-01702/home/11603262,MLS PIN,73418335,N,Y,42.2603883,-71.4215371
PAST SALE,February-9-2026,Townhouse,1 Orchard View Cir #1,Framingham,MA,01702,676000,3,2.5,Framingham,1678,,2022,,403,200,Sold,,,https://www.redfin.com/MA/Framingham/1-Orchard-View-Cir-01702/unit-1/home/200075330,MLS PIN,73468711,N,Y,42.2712829,-71.3930479
PAST SALE,February-24-2025,Single Family Residential,30 Pincushion Rd,Framingham,MA,01702,580000,3,1,Framingham,898,8102,1955,,646,,Sold,,,https://www.redfin.com/MA/Framingham/30-Pincushion-Rd-01702/home/11621412,MLS PIN,73324610,N,Y,42.2755468,-71.4405485
PAST SALE,June-5-2025,Single Family Residential,32 Fraser Rd,Framingham,MA,01702,925000,4,2.5,Framingham,2072,8950,2022,,446,,Sold,,,https://www.redfin.com/MA/Framingham/32-Fraser-Rd-01702/home/67988925,MLS PIN,73356954,N,Y,42.2959435,-71.4180048
PAST SALE,September-15-2025,Townhouse,38 Wilson Dr #38,Framingham,MA,01702,390000,2,1.5,Framingham,1034,,1960,,377,563,Sold,,,https://www.redfin.com/MA/Framingham/38-Wilson-St-01702/unit-38/home/137668868,MLS PIN,73402525,N,Y,42.2879534,-71.4044506
PAST SALE,October-6-2025,Single Family Residential,22 Arthur St,Framingham,MA,01702,410000,2,1,Framingham,672,7405,1949,,610,,Sold,,,https://www.redfin.com/MA/Framingham/22-Arthur-St-01702/home/11596747,MLS PIN,73390218,N,Y,42.2864182,-71.4096318
PAST SALE,,Condo/Co-op,139 Winter St #6,Framingham,MA,01702,266000,1,1.5,,566,,1897,,470,,,,,https://www.redfin.com/MA/Framingham/139-Winter-St-01702/unit-6/home/11643478,,,N,Y,42.29457,-71.4411693
PAST SALE,February-24-2025,Single Family Residential,30 Pincushion Rd,Framingham,MA,01702,580000,3,1,Framingham,898,8102,1955,,646,,Sold,,,https://www.redfin.com/MA/Framingham/30-Pincushion-Rd-01702/home/11621412,MLS PIN,73324610,N,Y,42.2755468,-71.4405485
PAST SALE,June-5-2025,Single Family Residential,32 Fraser Rd,Framingham,MA,01702,925000,4,2.5,Framingham,2072,8950,2022,,446,,Sold,,,https://www.redfin.com/MA/Framingham/32-Fraser-Rd-01702/home/67988925,MLS PIN,73356954,N,Y,42.2959435,-71.4180048
PAST SALE,September-15-2025,Townhouse,38 Wilson Dr #38,Framingham,MA,01702,390000,2,1.5,Framingham,1034,,1960,,377,563,Sold,,,https://www.redfin.com/MA/Framingham/38-Wilson-St-01702/unit-38/home/137668868,MLS PIN,73402525,N,Y,42.2879534,-71.4044506
PAST SALE,October-6-2025,Single Family Residential,22 Arthur St,Framingham,MA,01702,410000,2,1,Framingham,672,7405,1949,,610,,Sold,,,https://www.redfin.com/MA/Framingham/22-Arthur-St-01702/home/11596747,MLS PIN,73390218,N,Y,42.2864182,-71.4096318
PAST SALE,,Condo/Co-op,139 Winter St #6,Framingham,MA,01702,266000,1,1.5,,566,,1897,,470,,,,,https://www.redfin.com/MA/Framingham/139-Winter-St-01702/unit-6/home/11643478,,,N,Y,42.29457,-71.4411693
PAST SALE,,Condo/Co-op,9 Weld St #6,Framingham,MA,01702,160000,1,1.5,,663,,1968,,241,,,,,https://www.redfin.com/MA/Framingham/9-Weld-St-01702/unit-6/home/11643925,,,N,Y,42.2677159,-71.4017148
PAST SALE,July-30-2025,Condo/Co-op,1500 Worcester Rd #517,Framingham,MA,01702,313000,1,1,Framingham,918,,1966,,341,588,Sold,,,https://www.redfin.com/MA/Framingham/1500-Worcester-Rd-01702/unit-517/home/11647431,MLS PIN,73394708,N,Y,42.2927837,-71.4615882
PAST SALE,December-11-2025,Townhouse,16 Clarks Hill Ln #16,Framingham,MA,01702,810000,3,2.5,Framingham,2082,,2016,,389,423,Sold,,,https://www.redfin.com/MA/Framingham/16-Clarks-Hill-Ln-01702/unit-16/home/199064911,MLS PIN,73454727,N,Y,42.2819882,-71.4041235
PAST SALE,October-29-2025,Single Family Residential,70 Loring Ave,Boxborough,MA,01719,810000,3,2.5,Boxborough Meadow,2745,6752,2002,,295,349,Sold,,,https://www.redfin.com/MA/Boxborough/70-Loring-Ave-01719/home/8441605,MLS PIN,73428583,N,Y,42.4801668,-71.5099254
PAST SALE,August-13-2025,Condo/Co-op,23 Spencer Rd Unit 20F,Boxborough,MA,01719,184000,1,1,Boxborough,760,,1973,,242,400,Sold,,,https://www.redfin.com/MA/Boxborough/23-Spencer-Rd-01719/unit-20F/home/8440697,MLS PIN,73412980,N,Y,42.49483,-71.542215
